1,84.4
3,87.5
5,88.6
7,89.1
9,89.0
10,89.4
13,89.1
15,89.6
17,89.8
20,89.2
22,89.5
24,89.7
26,89.2
28,89.3
30,89.2
32,89.6
34,89.4
36,89.1
40,89.6
50,89.7
