100,97.0
200,95.0
300,94.3333333333
400,92.5
500,92.6
600,88.1666666667
700,86.4285714286
800,87.125
900,88.5555555556
1000,87.9
800,87.125
800,25.375
800,23.875
800,39.5
800,39.5
800,25.375
800,39.5
800,36.625
800,35.625
800,30.75
800,41.25
800,64.5
800,64.5
800,25.375
800,25.375
800,23.875
800,23.875
800,23.875
800,23.875
800,25.375
800,23.875
800,64.5
800,64.5
800,25.375
800,64.5
800,64.5
800,25.375
800,64.5
800,74.625
800,62.0
800,74.625
800,65.5
800,65.5
800,65.5
800,53.125
800,53.125
800,28.25
800,23.875
800,51.375
800,61.5
800,65.5
800,74.625
800,25.375
800,57.625
800,48.25
800,57.625
800,25.625
800,64.5
800,44.125
800,30.75
800,64.5
800,25.375
800,25.375
800,25.375
800,36.75
800,25.375
800,25.375
800,64.5
800,29.25
800,24.25
800,25.375
800,24.25
800,25.375
800,25.375
800,24.25
800,25.375
800,64.5
800,26.75
800,64.5
800,64.5
800,25.375
800,25.375
800,64.5
800,49.25
800,49.25
800,26.125
800,64.5
800,26.125
800,64.5
800,25.375
800,64.5
800,64.5
800,64.5
800,25.375
800,64.5
800,25.375
800,54.75
800,37.75
800,25.375
800,37.75
800,37.75
800,37.75
800,37.75
800,25.375
800,25.375
800,25.375
800,25.375
800,25.375
800,37.25
800,34.5
800,38.25
800,37.25
800,37.25
800,64.75
800,48.125
800,64.75
800,51.875
800,87.25
800,87.25
800,62.75
800,87.25
800,73.5
800,87.25
800,87.25
800,87.25
800,87.25
80000,83.1825
800,87.125
800,67.875
800,95.0
800,91.0
800,69.125
800,76.375
800,76.5
800,95.0
800,95.0
800,95.0
800,95.0
800,24.25
800,66.5
800,74.5
800,95.0
800,91.0
800,95.0
800,68.125
800,25.375
800,25.375
800,25.375
800,73.5
800,73.5
800,73.5
800,73.5
800,73.375
800,51.75
800,52.375
800,73.375
800,87.5
800,86.5
800,87.0
800,85.375
800,73.5
800,87.0
800,85.75
800,49.75
800,87.0
800,93.0
800,88.5
800,60.625
800,88.5
800,82.625
800,75.125
800,73.5
800,93.0
800,95.25
800,95.25
800,73.5
800,71.75
800,95.25
800,51.25
800,95.25
800,95.25
800,95.25
800,95.25
800,95.25
800,95.25
