238.804265997,238.754077792,239.711417817
143.111366246,99.8243398393,57.7520091848
123.751730959,107.634520277,85.6463897132
96.2832244009,135.111111111,96.5294117647
131.019425019,120.483294483,106.87956488
203.094996833,202.960734642,203.844838505
82.0730434783,52.492173913,34.7643478261
194.068627451,194.550108932,195.624727669
149.109510086,151.910662824,151.599423631
26.9758599879,21.464091732,20.1937235969
224.562295082,198.319672131,175.183606557
96.4099099099,110.649774775,93.472972973
156.853182752,136.119096509,120.447638604
120.438669439,59.8461538462,70.41995842
140.358665938,143.648988518,142.273920175
186.263033175,186.42464455,186.923222749
115.585646581,97.4502369668,76.6519972918
102.186144897,99.7313590693,101.169751454
44.1364902507,28.6081708449,17.5487465181
156.664961637,72.6751918159,103.624040921
197.694174757,90.2402912621,142.126213592
34.5388059701,30.9798507463,31.726119403
118.462365591,118.571236559,119.3125
124.979899497,148.197236181,98.6645728643
195.725829726,171.281385281,151.002886003
85.3899868248,84.9519104084,67.5507246377
110.644089733,110.997842968,108.179465056
116.695692884,83.1423220974,48.0486891386
101.546332046,144.472972973,71.7258687259
65.5665101721,61.1807511737,60.1737089202
213.695488722,212.434837093,212.425438596
145.110687023,170.190839695,138.129770992
50.7643774428,116.937465103,37.0999441653
74.2271731191,77.1526661797,56.6552227904
225.377473364,182.182648402,144.817351598
71.6143410853,129.301356589,64.4437984496
83.0446247465,84.6950642326,82.5862068966
170.17042415,171.632403515,172.417271685
202.335294118,150.085294118,98.8323529412
130.429012346,130.762962963,130.591358025
225.565324569,224.340180772,224.521774856
152.070383275,125.046689895,98.5317073171
128.634218289,147.178466077,129.174041298
175.598714417,136.173553719,100.688705234
138.175175175,115.886386386,88.7597597598
17.9231332357,13.3360175695,12.2972181552
171.729064039,121.54679803,67.9819376026
74.1459412781,72.7383419689,72.2521588946
3.66281512605,2.84033613445,3.18172268908
92.4479695431,68.25,55.7791878173
117.190885641,133.184006879,115.936371453
156.434944238,158.824865758,158.743907476
185.344278607,150.175124378,126.88358209
43.941307578,40.7020802377,41.1582466568
67.6114206128,141.732590529,33.5877437326
177.802042419,178.773762765,179.786724273
98.7702407002,67.7221006565,35.1072210066
60.8428720083,41.2684703434,27.4235171696
163.441937,165.647860837,165.506817113
100.549007444,90.1929280397,73.9993796526
211.734561213,163.947995666,124.041170098
92.3954829409,92.798654493,91.8447861605
61.5997442455,66.6246803069,48.0479539642
54.8343558282,50.8145875937,49.8350374915
